tsne_1,tsne_2,cluster_gmm,pivote3,pivote5,pivote10,pivote15,estado_oculto
1.43065681186272e-05,-2.73793939413736e-05,0,0.0000,0.0000,0.0000,0.0000,0
4.69781923584378e-07,-2.34731924138032e-05,0,0.0000,0.0000,0.0000,0.0000,0
2.60292636085069e-05,-3.41078739438672e-05,0,0.0000,0.0000,0.0000,0.0000,0
1.43547695188317e-05,-3.22371779475361e-05,0,0.0000,0.0000,0.0000,0.0000,0
2.84796146843291e-06,-2.54537644650554e-05,0,0.0000,0.0000,0.0000,0.0000,0
1.10408955151797e-05,1.49477173181367e-05,0,0.0000,0.0000,0.0000,0.0000,0
3.5214008676121e-05,2.89154613710707e-05,0,0.0000,0.0000,0.0000,0.0000,0
-3.89616343454691e-06,7.20065281711868e-06,0,0.0000,0.0000,0.0000,0.0000,0
-1.21182347356807e-05,-1.0826825928234e-05,0,0.0000,0.0000,0.0000,0.0667,0
9.57045085669961e-06,-2.51635829044972e-05,0,0.0000,0.0000,0.0000,0.1333,0
-3.55601368937641e-05,1.80531860678457e-05,0,0.0000,0.0000,0.0000,0.2000,0
2.87285965896444e-05,2.35118350246921e-05,0,0.0000,0.0000,0.0000,0.2667,0
5.24428060089122e-06,-1.73938406078378e-05,0,0.0000,0.0000,0.0000,0.3333,0
7.56081544750487e-06,-1.96321816474665e-05,0,0.0000,0.0000,0.1000,0.4000,0
7.52628920963616e-06,-1.28693573060445e-05,0,0.0000,0.0000,0.2000,0.4667,0
1.28608635350247e-05,-1.35958578084683e-06,0,0.0000,0.0000,0.3000,0.4667,0
2.29628512897762e-05,-3.50461159541737e-05,0,0.0000,0.0000,0.4000,0.4667,0
1.9474871805869e-05,-1.4810374523222e-05,0,0.0000,0.0000,0.5000,0.5333,0
2.13361727219308e-05,-3.17789490509313e-05,0,0.0000,0.2000,0.6000,0.5333,0
-6.66679034111439e-06,-4.37309499830008e-05,0,0.0000,0.4000,0.7000,0.5333,0
1.93530449905666e-05,-1.52658649312798e-05,0,0.3333,0.6000,0.7000,0.5333,0
-3.43038578876076e-07,-3.92581132473424e-05,0,0.6667,0.8000,0.7000,0.5333,0
1.69124650710728e-05,-2.16115549847018e-05,0,1.0000,1.0000,0.8000,0.5333,0
8.96328037924832e-06,-2.03025538212387e-05,0,1.0000,1.0000,0.7000,0.4667,0
