tsne_1,tsne_2,cluster_gmm,pivote3,pivote5,pivote10,pivote15
1.10147875602706e-05,-8.3366125181783e-05,2,0.0000,0.0000,0.0000,0.0000
-3.70729540009052e-05,-2.0744932044181e-05,2,0.0000,0.0000,0.0000,0.0000
-2.20039109990466e-05,-8.02308713900857e-05,2,0.0000,0.0000,0.0000,0.0000
-3.6324327084003e-05,-2.55871668741747e-06,2,0.0000,0.0000,0.0000,0.0000
6.92065032126266e-06,6.70016161166131e-05,2,0.0000,0.0000,0.0000,0.0000
-1.23086874737055e-05,9.39839810598642e-05,2,0.0000,0.0000,0.0000,0.0000
2.45041028392734e-05,9.24893083720235e-06,2,0.0000,0.0000,0.0000,0.0000
5.3724019380752e-05,-1.88941303349566e-05,2,0.0000,0.0000,0.0000,0.0000
5.3724019380752e-05,-1.88941303349566e-05,2,0.0000,0.0000,0.0000,0.0000
-1.97865792870289e-05,1.52531883941265e-05,2,0.0000,0.0000,0.0000,0.0000
-2.38473057834199e-05,1.02970061561791e-05,2,0.0000,0.0000,0.0000,0.0000
2.68545772996731e-05,1.13656324174372e-05,2,0.0000,0.0000,0.0000,0.0000
2.68545772996731e-05,1.13656324174372e-05,2,0.0000,0.0000,0.0000,0.0000
8.25775350676849e-05,-1.73097650986165e-05,2,0.0000,0.0000,0.0000,0.0000
2.78773768513929e-07,-9.03637774172239e-05,2,0.0000,0.0000,0.0000,0.0000
3.53245523001533e-05,-6.25937900622375e-05,2,0.0000,0.0000,0.0000,0.0000
-3.80369092454202e-05,-8.67378621478565e-05,2,0.0000,0.0000,0.0000,0.0000
-2.58523377851816e-05,-7.62609852245077e-05,2,0.0000,0.0000,0.0000,0.0000
2.50148859777255e-05,-0.000103060279798228,2,0.0000,0.0000,0.0000,0.0000
-2.00287213374395e-05,-2.35216862165544e-06,2,0.0000,0.0000,0.0000,0.0000
-8.89429793460295e-05,-4.43465796706732e-06,2,0.0000,0.0000,0.0000,0.0000
-6.60611294733826e-06,4.41337469965219e-05,2,0.0000,0.0000,0.0000,0.0000
-2.74923822871642e-05,2.92999975499697e-05,2,0.0000,0.0000,0.0000,0.0667
1.94199874385959e-05,5.65704976907e-05,2,0.0000,0.0000,0.0000,0.1333
6.72643800498918e-05,1.55147190525895e-05,2,0.0000,0.0000,0.0000,0.2000
-2.88092305709142e-05,-3.00353749480564e-05,2,0.0000,0.0000,0.0000,0.2667
3.92491383536253e-05,-5.72021781408694e-05,2,0.0000,0.0000,0.0000,0.3333
5.39441207365599e-05,-4.12967756346916e-06,2,0.0000,0.0000,0.1000,0.4000
3.17672638630029e-05,-4.49502440460492e-05,2,0.0000,0.0000,0.2000,0.4667
-2.79048833817797e-07,7.77194727561437e-05,2,0.0000,0.0000,0.3000,0.4667
-8.89429793460295e-05,-4.43465796706732e-06,2,0.0000,0.0000,0.4000,0.4667
-3.23035565088503e-05,-0.000121811601275112,2,0.0000,0.0000,0.5000,0.5333
-5.36723418917973e-05,-9.82667042990215e-05,2,0.0000,0.2000,0.6000,0.5333
-1.48935680499562e-06,-5.34357350261416e-05,2,0.0000,0.4000,0.7000,0.5333
6.93229521857575e-05,-3.30840412061661e-05,2,0.3333,0.6000,0.7000,0.5333
-3.23035565088503e-05,-0.000121811601275112,2,0.6667,0.8000,0.7000,0.5333
-5.36723418917973e-05,-9.82667042990215e-05,2,1.0000,1.0000,0.8000,0.5333
-2.51385317824315e-05,5.44686008652207e-05,2,1.0000,1.0000,0.7000,0.4667
-1.75062668859027e-05,3.62010614480823e-05,2,1.0000,1.0000,0.6000,0.4667
-4.64885961264372e-05,-5.15307729074266e-05,2,1.0000,0.8000,0.5000,0.4667
3.70740708603989e-05,-1.46517359098652e-05,2,1.0000,0.6000,0.4000,0.4667
7.26724283595104e-06,5.57083840249106e-05,2,0.6667,0.6000,0.3000,0.4667
-1.50372461575898e-05,2.53010002779774e-05,2,0.3333,0.4000,0.2000,0.4000
5.34817518200725e-05,2.97905680781696e-05,2,0.3333,0.2000,0.2000,0.4000
1.0395474419056e-05,2.83973113255342e-05,2,0.3333,0.2000,0.3000,0.4667
3.74633018509485e-05,7.07929866621271e-05,2,0.3333,0.2000,0.4000,0.4667
4.48291166321724e-06,-1.08257509054965e-05,2,0.0000,0.0000,0.4000,0.4667
-2.85819114651531e-05,2.3236648303282e-06,2,0.0000,0.0000,0.4000,0.4667
-1.5658628399251e-05,3.1966654205462e-05,2,0.0000,0.2000,0.5000,0.5333
1.81567102117697e-05,-4.47364527644822e-06,2,0.0000,0.4000,0.6000,0.5333
5.3186304285191e-06,5.924871948082e-05,2,0.3333,0.6000,0.6000,0.5333
2.62005560216494e-05,-2.75642578344559e-05,2,0.6667,0.8000,0.7000,0.5333
4.35617548646405e-05,1.65438923431793e-05,2,1.0000,0.8000,0.7000,0.6000
9.57298288994934e-06,-1.60693962243386e-05,2,1.0000,0.8000,0.7000,0.5333
-3.13747841573786e-05,1.93620398931671e-05,2,0.6667,0.8000,0.6000,0.4667
